,bankruptcy,bad,app_id,tot_derog,tot_tr,age_oldest_tr,tot_open_tr,tot_rev_tr,tot_rev_debt,tot_rev_line,rev_util,bureau_score,purch_price,msrp,down_pyt,purpose,loan_term,loan_amt,ltv,tot_income,used_ind,weight
3007,0.0,0.0,6058.0,0.0,5.0,29.0,4.0,2.0,872.0,3050.0,29.0,713.0,23850.0,16125.0,4002.0,b'LEASE',60.0,19849.0,123.0,2833.33,1.0,4.75
3008,0.0,0.0,6060.0,0.0,23.0,238.0,5.0,4.0,9079.0,40130.0,23.0,677.0,33631.0,32958.0,1500.0,b'LOAN',72.0,33635.92,102.0,5091.67,0.0,4.75
3009,1.0,0.0,6061.0,18.0,69.0,369.0,5.0,3.0,920.0,8155.0,11.0,652.0,12369.0,11500.0,1000.0,b'LOAN',60.0,13102.77,114.0,1634.0,1.0,4.75
3010,0.0,0.0,6062.0,0.0,8.0,61.0,,,,,0.0,681.0,23101.0,20475.0,2626.0,b'LEASE',60.0,23101.0,113.0,4152.0,0.0,4.75
3011,0.0,1.0,6064.0,1.0,24.0,212.0,14.0,9.0,16694.0,21381.0,78.0,569.0,12137.0,13679.0,0.0,b'LEASE',60.0,12357.0,90.0,3750.0,0.0,1.0
3012,1.0,0.0,6067.0,2.0,9.0,114.0,4.0,3.0,2251.0,6115.0,37.0,666.0,29174.0,26640.0,2534.0,b'LEASE',60.0,29174.0,110.0,11983.33,0.0,4.75
3013,0.0,1.0,6068.0,0.0,7.0,177.0,,3.0,10968.0,26400.0,42.0,726.0,18564.41,18175.0,3800.0,b'LOAN',72.0,14856.56,82.0,3750.0,1.0,1.0
3014,0.0,0.0,6070.0,0.0,22.0,227.0,6.0,4.0,3746.0,21549.0,17.0,750.0,19694.28,21575.0,5500.0,b'LOAN',66.0,15552.12,72.0,9813.83,1.0,4.75
3015,0.0,1.0,6071.0,8.0,23.0,130.0,9.0,5.0,9765.0,20054.0,49.0,525.0,17500.0,15385.0,500.0,b'LEASE',60.0,16417.25,110.0,1750.0,0.0,1.0
3016,0.0,0.0,6072.0,3.0,5.0,109.0,,,9998.0,9998.0,100.0,,14214.0,13400.0,2000.0,b'LOAN',60.0,12309.01,92.0,1800.0,1.0,4.75
3017,0.0,0.0,6074.0,1.0,7.0,84.0,,1.0,1195.0,2500.0,48.0,757.0,16908.0,16225.0,0.0,b'LOAN',66.0,18100.96,112.0,1600.0,1.0,4.75
3018,0.0,0.0,6075.0,0.0,18.0,213.0,10.0,9.0,15153.0,29619.0,51.0,635.0,13608.0,15100.0,2000.0,b'LOAN',66.0,11743.43,78.0,5750.0,1.0,4.75
3019,0.0,0.0,6076.0,0.0,29.0,175.0,2.0,1.0,27455.0,41507.0,66.0,762.0,20029.41,19112.0,0.0,b'LEASE',60.0,22072.41,115.0,4608.0,0.0,4.75
3020,0.0,0.0,6077.0,0.0,27.0,162.0,5.0,4.0,5179.0,33806.0,15.0,721.0,18701.600000000002,20219.0,0.0,b'LEASE',60.0,18701.600000000002,92.0,2333.33,0.0,4.75
3021,0.0,0.0,6078.0,2.0,4.0,97.0,2.0,1.0,197.0,1000.0,20.0,623.0,22600.0,20585.0,4000.0,b'LOAN',66.0,19199.89,93.0,3166.67,0.0,4.75
3022,0.0,0.0,6079.0,1.0,24.0,72.0,6.0,4.0,18732.0,34108.0,55.0,619.0,12799.85,12900.0,0.0,b'LOAN',54.0,14176.85,110.0,1833.33,1.0,4.75
3023,0.0,0.0,6080.0,0.0,8.0,193.0,3.0,2.0,7010.0,13400.0,52.0,726.0,21458.0,21200.0,2500.0,b'LOAN',60.0,19903.54,94.0,19166.0,1.0,4.75
3024,0.0,0.0,6083.0,0.0,26.0,256.0,6.0,3.0,9781.0,29321.0,33.0,738.0,36089.450000000004,36342.0,0.0,b'LEASE',60.0,36634.46,101.0,5833.33,0.0,4.75
3025,0.0,0.0,6084.0,1.0,7.0,99.0,,,9998.0,0.0,0.0,661.0,4211.0,4000.0,500.0,b'LOAN',24.0,3846.9,96.0,1400.0,1.0,4.75
3026,0.0,0.0,6085.0,1.0,7.0,55.0,,,,,0.0,670.0,17704.0,16275.0,0.0,b'LOAN',66.0,18821.0,116.0,4100.0,1.0,4.75
3027,0.0,0.0,6086.0,0.0,44.0,240.0,12.0,7.0,11573.0,72972.0,16.0,723.0,15200.0,16915.0,0.0,b'LEASE',48.0,15745.64,93.0,5000.0,0.0,4.75
3028,0.0,0.0,6087.0,0.0,8.0,222.0,,,9998.0,9998.0,100.0,728.0,22505.39,18000.0,819.0,b'LOAN',72.0,21731.39,121.0,2250.0,1.0,4.75
3029,0.0,0.0,6088.0,3.0,13.0,148.0,3.0,1.0,21.0,2000.0,1.0,663.0,21021.350000000002,21450.0,0.0,b'LOAN',66.0,21607.5,101.0,2666.67,0.0,4.75
3030,0.0,1.0,6090.0,0.0,22.0,119.0,6.0,3.0,1989.0,9030.0,22.0,744.0,16476.61,16325.0,500.0,b'LOAN',66.0,17391.61,107.0,3600.0,1.0,1.0
3031,0.0,0.0,6092.0,9.0,18.0,162.0,3.0,1.0,50.0,611.0,8.0,672.0,15388.460000000001,19625.0,0.0,b'LOAN',66.0,15523.460000000001,79.0,1833.33,1.0,4.75
3032,0.0,0.0,6093.0,1.0,30.0,310.0,4.0,3.0,10475.0,31090.0,34.0,,33564.8,37275.0,0.0,b'LEASE',36.0,26564.8,90.0,8000.0,0.0,4.75
3033,0.0,0.0,6094.0,0.0,35.0,266.0,5.0,3.0,795.0,57888.0,1.0,762.0,22682.0,27000.0,6300.0,b'LOAN',60.0,16517.38,61.0,4583.33,1.0,4.75
3034,0.0,0.0,6095.0,0.0,31.0,127.0,,3.0,6960.0,45665.0,15.0,746.0,19750.0,21425.0,0.0,b'LOAN',54.0,20310.0,95.0,7500.0,1.0,4.75
3035,0.0,0.0,6096.0,0.0,22.0,224.0,5.0,4.0,4078.0,61416.0,7.0,753.0,17000.0,19245.0,4500.0,b'LEASE',39.0,12937.41,67.0,1583.33,0.0,4.75
3036,0.0,0.0,6098.0,0.0,18.0,151.0,5.0,4.0,16043.0,27625.0,58.0,762.0,5958.0,6000.0,0.0,b'LOAN',48.0,6313.59,105.0,5190.0,1.0,4.75
3037,0.0,0.0,6099.0,0.0,24.0,204.0,5.0,3.0,2118.0,7089.0,30.0,670.0,11183.0,8475.0,2870.0,b'LOAN',60.0,8358.0,99.0,8000.0,1.0,4.75
3038,0.0,0.0,6100.0,4.0,17.0,95.0,5.0,3.0,390.0,4657.0,8.0,523.0,25754.66,26785.0,2200.0,b'LOAN',66.0,23239.66,87.0,2330.0,0.0,4.75
3039,1.0,0.0,6101.0,7.0,13.0,75.0,,,,,0.0,614.0,16798.0,17750.0,2258.0,b'LOAN',54.0,15625.0,88.0,1960.0,1.0,4.75
3040,0.0,0.0,6102.0,0.0,31.0,187.0,3.0,1.0,653.0,30735.0,2.0,793.0,56940.0,55262.0,995.0,b'LEASE',60.0,55945.0,101.0,8333.33,0.0,4.75
3041,0.0,0.0,6103.0,,,,,,,,0.0,,17600.0,18045.0,2000.0,b'LOAN',60.0,15919.4,88.0,4000.0,0.0,4.75
3042,0.0,0.0,6104.0,5.0,14.0,88.0,4.0,3.0,4660.0,1457.0,100.0,646.0,19827.0,19827.0,0.0,b'LEASE',60.0,20355.12,103.0,4916.67,0.0,4.75
3043,0.0,0.0,6105.0,0.0,9.0,395.0,2.0,1.0,336.0,12100.0,3.0,798.0,14220.0,13500.0,0.0,b'LEASE',60.0,13790.0,105.0,1238.46,0.0,4.75
3044,0.0,0.0,6106.0,0.0,16.0,150.0,2.0,1.0,3762.0,8500.0,44.0,790.0,33625.0,33000.0,10000.0,b'LOAN',60.0,27434.45,83.0,9750.0,1.0,4.75
3045,0.0,0.0,6107.0,7.0,10.0,170.0,,,9998.0,9998.0,100.0,703.0,34763.0,25640.0,1500.0,b'LEASE',60.0,33808.48,132.0,5040.0,0.0,4.75
3046,0.0,0.0,6108.0,0.0,3.0,52.0,,1.0,2844.0,12500.0,23.0,685.0,14483.0,11000.0,2025.0,b'LOAN',60.0,14292.18,130.0,3100.0,0.0,4.75
3047,0.0,1.0,6109.0,0.0,34.0,293.0,6.0,3.0,10205.0,839.0,100.0,603.0,12481.0,11150.0,2684.0,b'LOAN',60.0,13652.65,122.0,11208.33,1.0,1.0
3048,1.0,0.0,6110.0,9.0,21.0,110.0,,,9998.0,9998.0,100.0,634.0,13815.28,14400.0,1000.0,b'LOAN',60.0,12967.28,90.0,1600.0,1.0,4.75
3049,0.0,0.0,6111.0,0.0,34.0,389.0,5.0,3.0,454.0,59644.0,1.0,812.0,26716.98,25900.0,2101.85,b'LEASE',63.0,24615.13,95.0,4081.0,0.0,4.75
3050,0.0,0.0,6113.0,1.0,16.0,294.0,5.0,3.0,2203.0,53450.0,4.0,728.0,27970.0,27500.0,1000.0,b'LEASE',60.0,26970.0,98.0,5666.67,1.0,4.75
3051,0.0,0.0,6116.0,0.0,21.0,142.0,1.0,0.0,0.0,22000.0,0.0,757.0,28800.0,21730.0,1800.0,b'LOAN',72.0,30545.75,141.0,2800.0,0.0,4.75
3052,0.0,0.0,6117.0,1.0,20.0,124.0,8.0,3.0,4918.0,5789.0,85.0,740.0,9742.0,11000.0,0.0,b'LOAN',66.0,9894.0,90.0,2400.0,1.0,4.75
3053,0.0,0.0,6118.0,0.0,23.0,271.0,6.0,2.0,4780.0,23261.0,21.0,764.0,4612.4800000000005,5500.0,200.0,b'LOAN',48.0,5476.3,100.0,7200.0,0.0,4.75
3054,0.0,0.0,6121.0,2.0,21.0,183.0,4.0,1.0,8395.0,34508.0,24.0,710.0,36468.0,40830.0,0.0,b'LEASE',36.0,36246.39,89.0,8333.33,0.0,4.75
3055,0.0,0.0,6122.0,1.0,21.0,98.0,2.0,1.0,8368.0,13510.0,62.0,680.0,15025.0,13254.0,750.0,b'LEASE',60.0,14275.0,108.0,4125.0,0.0,4.75
3056,0.0,0.0,6124.0,0.0,11.0,45.0,4.0,2.0,1313.0,6680.0,20.0,726.0,12605.0,14950.0,2200.0,b'LOAN',60.0,12463.29,83.0,1720.0,1.0,4.75
3057,0.0,0.0,6125.0,0.0,29.0,190.0,12.0,10.0,22939.0,86059.0,27.0,715.0,18276.66,17247.0,1001.0,b'LEASE',60.0,17275.66,100.0,3250.0,0.0,4.75
3058,0.0,1.0,6126.0,0.0,12.0,108.0,6.0,5.0,7359.0,21630.0,34.0,726.0,18390.0,16120.0,0.0,b'LEASE',60.0,19224.420000000002,119.0,3833.33,0.0,1.0
3059,0.0,0.0,6127.0,0.0,24.0,77.0,9.0,7.0,6588.0,8902.0,74.0,686.0,30361.0,37686.0,0.0,b'LEASE',63.0,30361.0,81.0,4140.0,0.0,4.75
3060,1.0,0.0,6128.0,9.0,31.0,127.0,,9.0,2928.0,6493.0,45.0,676.0,18000.0,17900.0,1000.0,b'LOAN',60.0,18046.0,101.0,3050.66,1.0,4.75
3061,0.0,0.0,6129.0,0.0,17.0,211.0,7.0,4.0,652.0,27220.0,2.0,806.0,29934.34,30030.0,5116.48,b'LOAN',60.0,24912.86,83.0,6534.66,0.0,4.75
3062,0.0,0.0,6131.0,1.0,35.0,399.0,3.0,2.0,1328.0,2065.0,64.0,698.0,21505.0,21370.0,1000.0,b'LEASE',60.0,20505.0,96.0,5200.0,0.0,4.75
3063,1.0,0.0,6133.0,3.0,19.0,155.0,2.0,0.0,0.0,500.0,0.0,,55280.450000000004,49149.0,6781.900000000001,b'LEASE',60.0,55280.450000000004,112.0,10000.0,0.0,4.75
3064,0.0,0.0,6134.0,0.0,1.0,21.0,,,,,0.0,691.0,24801.34,25201.0,0.0,b'LEASE',60.0,26524.190000000002,105.0,1916.67,0.0,4.75
3065,0.0,0.0,6138.0,0.0,11.0,63.0,,4.0,4284.0,5742.0,75.0,696.0,12922.28,13550.0,800.0,b'LOAN',66.0,12257.28,90.0,2916.67,1.0,4.75
3066,0.0,0.0,6140.0,4.0,12.0,72.0,6.0,2.0,2380.0,8300.0,29.0,668.0,29857.0,31943.0,3006.98,b'LEASE',36.0,25953.190000000002,84.0,3200.0,1.0,4.75
3067,0.0,0.0,6141.0,1.0,12.0,89.0,4.0,1.0,234.0,6536.0,4.0,744.0,33588.11,30068.0,3071.32,b'LEASE',48.0,30516.79,101.0,3333.33,0.0,4.75
3068,0.0,0.0,6142.0,0.0,10.0,108.0,6.0,3.0,9133.0,20819.0,44.0,763.0,15078.28,14825.0,1500.0,b'LOAN',60.0,13713.28,93.0,5583.33,1.0,4.75
3069,0.0,0.0,6143.0,9.0,20.0,208.0,,2.0,195.0,11476.0,2.0,665.0,23246.49,18200.0,5100.0,b'LOAN',60.0,18243.49,100.0,2500.0,0.0,4.75
3070,0.0,0.0,6145.0,0.0,9.0,248.0,2.0,1.0,1250.0,5000.0,25.0,764.0,11643.0,6000.0,7000.0,b'LOAN',24.0,4827.17,80.0,2100.0,1.0,4.75
3071,0.0,0.0,6147.0,6.0,17.0,137.0,7.0,6.0,6486.0,3451.0,100.0,663.0,26259.0,23190.0,3069.0,b'LEASE',60.0,27969.41,121.0,3000.0,0.0,4.75
3072,0.0,0.0,6150.0,0.0,14.0,169.0,5.0,2.0,8415.0,10800.0,78.0,697.0,3772.0,3500.0,0.0,b'LOAN',36.0,3903.38,112.0,1600.0,1.0,4.75
3073,0.0,0.0,6151.0,10.0,13.0,112.0,3.0,1.0,59.0,300.0,20.0,601.0,22975.0,24100.0,0.0,b'LEASE',48.0,22974.0,95.0,3600.0,1.0,4.75
3074,0.0,0.0,6152.0,1.0,5.0,96.0,2.0,1.0,9.0,545.0,2.0,723.0,23141.0,22030.0,0.0,b'LEASE',60.0,24696.39,112.0,2570.0,0.0,4.75
3075,0.0,0.0,6153.0,0.0,24.0,98.0,5.0,3.0,398.0,47750.0,1.0,829.0,12646.51,11400.0,2200.0,b'LOAN',60.0,11461.51,101.0,5507.66,1.0,4.75
3076,0.0,0.0,6154.0,,,,,,,,0.0,705.0,23894.0,23000.0,0.0,b'LEASE',60.0,24438.190000000002,106.0,7300.0,1.0,4.75
3077,0.0,0.0,6155.0,0.0,3.0,16.0,4.0,2.0,235.0,1071.0,22.0,702.0,9781.0,11995.0,1000.0,b'LOAN',60.0,8933.0,74.0,910.0,1.0,4.75
3078,0.0,1.0,6157.0,2.0,8.0,56.0,5.0,2.0,1617.0,3000.0,54.0,649.0,19831.0,20125.0,0.0,b'LEASE',48.0,20955.0,104.0,4416.67,1.0,1.0
3079,0.0,0.0,6158.0,2.0,24.0,190.0,8.0,3.0,5590.0,21365.0,26.0,650.0,31678.0,27370.0,4308.0,b'LEASE',60.0,30178.49,110.0,4166.67,0.0,4.75
3080,0.0,0.0,6159.0,0.0,3.0,75.0,,2.0,9300.0,10100.0,92.0,656.0,18547.0,17975.0,1000.0,b'LOAN',60.0,19593.63,109.0,1890.0,1.0,4.75
3081,0.0,0.0,6160.0,0.0,15.0,175.0,4.0,3.0,770.0,19425.0,4.0,797.0,25000.0,23500.0,20000.0,b'LOAN',60.0,4554.12,21.0,1750.0,0.0,4.75
3082,0.0,1.0,6161.0,0.0,2.0,19.0,2.0,1.0,406.0,550.0,74.0,652.0,24800.0,23270.0,1000.0,b'LOAN',66.0,23856.41,103.0,2080.0,0.0,1.0
3083,1.0,0.0,6170.0,10.0,24.0,159.0,6.0,3.0,3412.0,4652.0,73.0,723.0,27134.0,26301.0,1162.19,b'LEASE',48.0,26466.81,101.0,7750.0,0.0,4.75
3084,1.0,0.0,6172.0,2.0,10.0,134.0,5.0,4.0,957.0,2010.0,48.0,696.0,26470.0,23330.0,1000.0,b'LEASE',60.0,26419.05,113.0,3216.4,0.0,4.75
3085,1.0,1.0,6173.0,10.0,18.0,184.0,3.0,1.0,447.0,600.0,75.0,665.0,19083.95,16750.0,3300.0,b'LOAN',60.0,17095.1,102.0,6200.0,1.0,1.0
3086,0.0,0.0,6175.0,0.0,19.0,151.0,2.0,1.0,353.0,41530.0,1.0,773.0,21037.8,18500.0,0.0,b'LOAN',48.0,23127.8,125.0,3333.33,1.0,4.75
3087,0.0,0.0,6176.0,0.0,26.0,260.0,12.0,10.0,15204.0,60296.0,25.0,736.0,21824.65,18475.0,1739.25,b'LOAN',66.0,18880.4,102.0,3416.67,0.0,4.75
3088,0.0,0.0,6177.0,0.0,24.0,165.0,8.0,4.0,7156.0,8600.0,83.0,675.0,16359.0,15825.0,0.0,b'LEASE',60.0,17329.0,110.0,3916.67,1.0,4.75
3089,0.0,0.0,6180.0,0.0,22.0,203.0,6.0,3.0,4221.0,2774.0,100.0,687.0,35680.47,35670.0,6897.3,b'LEASE',36.0,29825.18,84.0,8916.66,0.0,4.75
3090,0.0,0.0,6181.0,0.0,24.0,152.0,3.0,1.0,640.0,37000.0,2.0,784.0,13514.0,11500.0,3400.0,b'LOAN',60.0,10249.0,89.0,2477.33,1.0,4.75
3091,0.0,0.0,6183.0,1.0,4.0,75.0,3.0,1.0,236.0,500.0,47.0,749.0,10354.0,10225.0,1845.0,b'LOAN',60.0,8661.3,85.0,3800.0,1.0,4.75
3092,0.0,1.0,6184.0,7.0,21.0,173.0,3.0,2.0,5073.0,8900.0,57.0,624.0,21643.39,20550.0,522.95,b'LEASE',48.0,21120.44,103.0,4767.0,1.0,1.0
3093,0.0,0.0,6188.0,0.0,20.0,200.0,,2.0,122.0,19463.0,1.0,788.0,35614.55,33005.0,2706.75,b'LEASE',60.0,32912.68,100.0,4500.0,0.0,4.75
3094,0.0,0.0,6189.0,3.0,33.0,145.0,9.0,4.0,4306.0,7411.0,58.0,,0.0,34040.0,0.0,b'LEASE',60.0,34874.0,102.0,5000.0,0.0,4.75
3095,0.0,1.0,6190.0,0.0,35.0,172.0,5.0,3.0,6231.0,48200.0,13.0,690.0,20766.89,19475.0,1000.0,b'LEASE',60.0,19766.89,101.0,4400.0,0.0,1.0
3096,1.0,0.0,6191.0,10.0,31.0,194.0,4.0,3.0,1518.0,1700.0,89.0,650.0,13852.65,12500.0,1400.0,b'LOAN',48.0,14044.65,112.0,5150.0,1.0,4.75
3097,0.0,0.0,6192.0,0.0,22.0,331.0,8.0,4.0,10285.0,41684.0,25.0,702.0,22326.0,21781.0,762.09,b'LEASE',60.0,21563.91,99.0,3900.0,0.0,4.75
3098,0.0,0.0,6193.0,0.0,12.0,126.0,5.0,3.0,6005.0,6654.0,90.0,703.0,26641.0,18955.0,2000.0,b'LOAN',60.0,26190.3,138.0,7076.0,0.0,4.75
3099,0.0,0.0,6194.0,1.0,25.0,153.0,,1.0,236.0,29850.0,1.0,766.0,16782.7,17275.0,3520.11,b'LEASE',36.0,13262.470000000001,77.0,4166.67,0.0,4.75
3100,0.0,0.0,6196.0,2.0,4.0,149.0,,,9998.0,0.0,0.0,712.0,13295.0,10900.0,1000.0,b'LOAN',60.0,12390.23,114.0,4000.0,0.0,4.75
3101,0.0,1.0,6197.0,,,,,,,,0.0,688.0,15433.35,12500.0,2180.0,b'LOAN',66.0,13405.35,107.0,5609.99,0.0,1.0
3102,0.0,0.0,6198.0,0.0,7.0,53.0,3.0,2.0,4230.0,4757.0,89.0,714.0,12480.0,11550.0,2200.0,b'LOAN',60.0,10674.5,92.0,7716.67,1.0,4.75
3103,1.0,0.0,6199.0,13.0,18.0,134.0,,1.0,120.0,2298.0,5.0,657.0,24077.0,22850.0,4000.0,b'LOAN',66.0,21380.91,94.0,8784.0,0.0,4.75
3104,0.0,0.0,6200.0,0.0,13.0,192.0,2.0,1.0,7320.0,16411.0,45.0,729.0,15320.65,14688.0,1000.0,b'LOAN',60.0,14840.65,101.0,2875.0,0.0,4.75
3105,1.0,0.0,6201.0,2.0,5.0,122.0,2.0,1.0,109.0,239.0,46.0,677.0,18212.0,18820.0,0.0,b'LEASE',48.0,19410.28,103.0,3006.67,0.0,4.75
3106,0.0,1.0,6203.0,0.0,20.0,155.0,2.0,2.0,8605.0,62306.0,14.0,689.0,12659.0,15425.0,0.0,b'LEASE',24.0,12659.300000000001,82.0,2750.0,1.0,1.0
3107,0.0,0.0,6204.0,0.0,25.0,263.0,7.0,5.0,2070.0,50324.0,4.0,795.0,30150.0,23575.0,0.0,b'LEASE',60.0,30695.0,130.0,12400.0,1.0,4.75
3108,0.0,0.0,6205.0,0.0,31.0,321.0,,2.0,474.0,43806.0,1.0,779.0,29358.0,27300.0,20500.0,b'LOAN',60.0,10403.47,38.0,1250.0,1.0,4.75
3109,1.0,0.0,6206.0,11.0,19.0,68.0,6.0,4.0,3629.0,4629.0,78.0,673.0,23241.0,24520.0,4400.0,b'LOAN',72.0,20301.15,83.0,3600.0,0.0,4.75
3110,0.0,0.0,6207.0,0.0,29.0,141.0,10.0,5.0,5874.0,22139.0,27.0,691.0,7730.0,0.0,500.0,b'LOAN',60.0,6600.400000000001,85.0,4333.33,0.0,4.75
3111,1.0,0.0,6208.0,14.0,29.0,403.0,,11.0,32314.0,48152.0,67.0,555.0,17301.0,18745.0,7750.0,b'LOAN',60.0,10313.74,55.0,1300.0,0.0,4.75
3112,0.0,0.0,6211.0,1.0,6.0,34.0,,1.0,81.0,1104.0,7.0,675.0,11720.0,16000.0,0.0,b'LOAN',66.0,14537.34,91.0,4166.67,1.0,4.75
3113,0.0,0.0,6213.0,0.0,9.0,61.0,7.0,2.0,7926.0,12020.0,66.0,707.0,18764.0,18275.0,0.0,b'LOAN',60.0,18588.0,103.0,3750.0,1.0,4.75
3114,0.0,0.0,6215.0,0.0,18.0,85.0,,0.0,0.0,4913.0,0.0,755.0,30800.0,31000.0,5000.0,b'LOAN',60.0,25758.0,83.0,3333.33,1.0,4.75
3115,0.0,0.0,6216.0,0.0,25.0,176.0,13.0,9.0,16280.0,52754.0,31.0,675.0,18848.0,14000.0,11500.0,b'LOAN',54.0,9675.42,69.0,3250.0,1.0,4.75
3116,0.0,1.0,6217.0,2.0,7.0,54.0,2.0,0.0,0.0,6200.0,0.0,664.0,7900.0,8750.0,400.0,b'LOAN',54.0,8020.0,92.0,2258.0,1.0,1.0
3117,0.0,0.0,6219.0,12.0,26.0,211.0,5.0,2.0,772.0,5447.0,14.0,634.0,18672.0,18775.0,0.0,b'LOAN',66.0,19023.3,101.0,0.0,1.0,4.75
3118,0.0,0.0,6224.0,0.0,23.0,95.0,9.0,8.0,14440.0,49596.0,29.0,751.0,34039.13,31063.0,2500.0,b'LOAN',72.0,32191.25,104.0,4500.0,0.0,4.75
3119,0.0,1.0,6225.0,3.0,9.0,139.0,2.0,1.0,95.0,190.0,50.0,649.0,5000.0,5000.0,770.0,b'LOAN',60.0,4756.49,95.0,1870.57,0.0,1.0
3120,0.0,0.0,6227.0,2.0,21.0,129.0,2.0,0.0,0.0,2700.0,0.0,721.0,30438.0,33475.0,7500.0,b'LOAN',48.0,22937.82,69.0,6947.0,0.0,4.75
3121,0.0,0.0,6228.0,0.0,3.0,29.0,2.0,1.0,202.0,4500.0,4.0,751.0,17590.98,15000.0,4400.0,b'LOAN',66.0,12809.98,88.0,4983.33,1.0,4.75
3122,0.0,0.0,6229.0,0.0,5.0,39.0,,0.0,0.0,6600.0,0.0,758.0,14350.0,12000.0,1400.0,b'LOAN',66.0,12929.0,108.0,3333.33,1.0,4.75
3123,0.0,0.0,6230.0,0.0,19.0,267.0,9.0,6.0,11458.0,36372.0,32.0,744.0,31815.39,34155.0,1904.0,b'LOAN',60.0,30138.45,88.0,5000.0,0.0,4.75
3124,0.0,0.0,6232.0,6.0,13.0,85.0,,1.0,1935.0,4700.0,41.0,601.0,21745.0,25225.0,0.0,b'LOAN',66.0,24325.56,96.0,4166.67,0.0,4.75
3125,1.0,0.0,6233.0,15.0,34.0,138.0,3.0,0.0,0.0,356.0,0.0,634.0,13300.0,13300.0,0.0,b'LOAN',60.0,13911.1,105.0,1680.0,1.0,4.75
3126,0.0,0.0,6239.0,0.0,13.0,316.0,8.0,3.0,2408.0,3179.0,76.0,730.0,22364.0,18225.0,1190.0,b'LOAN',66.0,19703.25,116.0,1883.33,1.0,4.75
3127,0.0,1.0,6241.0,1.0,3.0,49.0,,,,,0.0,623.0,30069.0,27000.0,489.88,b'LEASE',60.0,35243.270000000004,131.0,6283.33,1.0,1.0
3128,0.0,0.0,6242.0,0.0,4.0,31.0,,,,,0.0,640.0,24079.0,24000.0,1287.0,b'LOAN',66.0,23928.25,100.0,3500.0,0.0,4.75
3129,0.0,0.0,6243.0,5.0,22.0,226.0,5.0,1.0,2179.0,2500.0,87.0,648.0,27570.0,19053.0,6275.0,b'LOAN',66.0,21282.0,112.0,2850.0,1.0,4.75
3130,0.0,0.0,6246.0,0.0,23.0,223.0,10.0,8.0,58370.0,97926.0,60.0,711.0,34264.44,31092.0,0.0,b'LEASE',51.0,34030.7,110.0,8666.66,0.0,4.75
3131,0.0,1.0,6247.0,5.0,7.0,44.0,5.0,4.0,1736.0,2430.0,71.0,606.0,9700.0,9125.0,2300.0,b'LOAN',48.0,9645.300000000001,106.0,4396.67,1.0,1.0
3132,0.0,0.0,6248.0,0.0,2.0,65.0,,2.0,3056.0,10100.0,30.0,716.0,19409.0,16500.0,0.0,b'LOAN',60.0,19622.38,119.0,4300.0,1.0,4.75
3133,0.0,0.0,6249.0,,,,,,,,0.0,790.0,8949.0,8525.0,1000.0,b'LOAN',60.0,8509.83,100.0,5166.66,1.0,4.75
3134,0.0,0.0,6252.0,7.0,18.0,171.0,5.0,1.0,2722.0,4569.0,60.0,615.0,10505.69,10900.0,500.0,b'LOAN',54.0,10539.69,97.0,4583.34,1.0,4.75
3135,0.0,0.0,6253.0,0.0,0.0,2.0,,0.0,0.0,500.0,0.0,,11527.0,10100.0,1500.0,b'LOAN',60.0,10357.7,103.0,1850.0,1.0,4.75
3136,0.0,0.0,6254.0,0.0,47.0,377.0,9.0,7.0,3226.0,47321.0,7.0,608.0,23167.0,26000.0,3548.0,b'LOAN',60.0,21231.94,82.0,0.0,0.0,4.75
3137,0.0,0.0,6255.0,0.0,10.0,58.0,7.0,3.0,3744.0,7539.0,50.0,720.0,24900.0,22265.0,1500.0,b'LEASE',60.0,23470.850000000002,105.0,5000.0,0.0,4.75
3138,0.0,0.0,6256.0,0.0,2.0,138.0,2.0,1.0,288.0,1500.0,19.0,694.0,26206.06,27630.07,500.0,b'LEASE',42.0,25706.06,93.0,4250.0,0.0,4.75
3139,0.0,0.0,6257.0,2.0,6.0,25.0,,6.0,2142.0,6880.0,31.0,636.0,13852.7,13000.0,1000.0,b'LOAN',54.0,12304.0,99.0,0.0,1.0,4.75
3140,0.0,0.0,6259.0,0.0,12.0,253.0,6.0,4.0,8396.0,22478.0,37.0,656.0,17285.0,16777.0,0.0,b'LOAN',60.0,17938.04,107.0,6000.0,1.0,4.75
3141,0.0,0.0,6260.0,0.0,4.0,89.0,2.0,1.0,3328.0,2240.0,100.0,778.0,18237.0,19515.0,2450.0,b'LOAN',66.0,15922.050000000001,82.0,1400.0,0.0,4.75
3142,0.0,0.0,6261.0,1.0,40.0,203.0,13.0,7.0,42058.0,81400.0,52.0,733.0,28851.79,29025.0,0.0,b'LEASE',48.0,28851.79,99.0,5000.0,0.0,4.75
3143,0.0,0.0,6262.0,2.0,3.0,15.0,,1.0,505.0,547.0,92.0,641.0,12903.0,11000.0,1903.0,b'LOAN',60.0,12360.7,112.0,1393.0,1.0,4.75
3144,0.0,1.0,6263.0,0.0,22.0,113.0,3.0,1.0,4865.0,15400.0,32.0,754.0,21380.0,21125.0,0.0,b'LEASE',60.0,22775.11,108.0,1916.67,1.0,1.0
3145,0.0,0.0,6264.0,1.0,15.0,197.0,8.0,3.0,1011.0,4153.0,24.0,673.0,22207.0,21655.0,1000.0,b'LEASE',60.0,23039.0,106.0,2800.0,0.0,4.75
